Data_Transakcji,ID_Produktu_Sprzedaz,Region,Ilosc_Sprzedana,Cena_Jednostkowa_Transakcji,Wartosc_Sprzedazy
2025-04-28,1005,Południe,5,1012.74,5063.7
2025-06-25,1015,Wschód,4,85.47,341.88
2025-05-20,1035,Północ,2,3313.66,6627.32
2025-04-12,1016,Północ,1,895.5,895.5
2025-05-30,1098,Wschód,5,75.34,376.7
2025-06-29,1015,Południe,1,82.76,87.61
2025-04-16,1099,Północ,4,1117.13,4468.52
2025-06-04,1064,Południe,3,1460.0,4380.0
2025-06-19,1067,Południe,5,693.21,3466.05
2025-06-19,1046,Zachód,2,5314.37,10628.74
2025-06-06,1017,Zachód,3,123.89,371.67
2025-04-18,1076,Południe,2,566.36,1132.72
2025-04-05,1073,Północ,4,1220.44,4881.76
2025-06-01,1052,Południe,4,3522.87,14091.48
2025-04-21,1059,Północ,2,134.63,269.26
2025-04-20,1050,Zachód,2,99.11,198.22
2025-06-05,1031,Zachód,3,252.97,758.91
2025-04-12,1076,Północ,5,606.49,3032.45
2025-06-08,1076,Wschód,5,562.29,2811.45
2025-05-20,1084,Północ,3,4524.82,13574.46
2025-04-24,1064,Zachód,3,1526.55,4579.65
2025-05-05,1073,Wschód,5,1285.34,6426.7
2025-06-13,1070,Wschód,5,20.71,103.55
2025-04-13,1020,Wschód,4,128.2,512.8
2025-05-10,1076,Południe,5,561.66,2808.3
2025-04-07,2003,Zachód,2,134.13,268.26
2025-04-27,1092,Południe,3,308.34,925.02
2025-04-13,1008,Zachód,5,116.38,581.9
2025-04-22,1016,Wschód,3,937.85,2813.55
2025-04-04,1006,Wschód,5,56.13,280.65
2025-04-24,1029,Północ,2,4456.02,8912.04
2025-06-24,1026,Wschód,5,156.92,784.6
2025-04-01,1060,Wschód,1,188.75,188.75
2025-06-28,1007,Wschód,2,23.62,47.24
2025-04-09,1015,Południe,5,85.83,429.15
2025-05-22,1035,Południe,4,3476.47,13901.67
2025-05-17,1050,Północ,4,99.21,396.84
2025-04-29,1074,Północ,1,44.12,44.12
2025-04-30,1034,Wschód,5,4978.67,24893.35
2025-04-18,1051,Wschód,1,209.09,209.09
2025-05-05,2998,Północ,2,253.35,506.7
2025-06-01,1031,Zachód,3,238.51,715.53
2025-05-29,1043,Zachód,5,336.48,1682.4
2025-04-11,1074,Północ,1,47.61,47.61
2025-06-27,1064,Zachód,3,1506.41,4517.67
2025-05-29,1024,Północ,2,1040.5,2081.0
2025-06-17,1050,Południe,1,103.25,103.25
2025-05-14,1020,Południe,4,120.55,482.2
2025-05-22,1068,Północ,2,121.36,242.72
2025-06-13,1088,Północ,1,109.67,109.67
2025-04-12,1080,Południe,5,3809.62,19048.1
2025-04-17,1011,Zachód,1,55.53,55.53
2025-06-07,1051,Wschód,4,215.36,861.44
2025-06-27,1087,Południe,3,677.57,2032.71
2025-06-16,1041,Wschód,5,4070.59,20352.95
2025-05-09,1093,Zachód,2,402.35,804.7
2025-06-18,1040,Zachód,4,2401.21,9604.84
2025-06-27,1038,Wschód,1,5223.87,5223.87
2025-04-05,1001,Północ,5,350.52,1752.6
2025-05-15,1040,Południe,1,2305.27,2305.27
2025-06-03,1015,Zachód,2,88.29,172.25
2025-05-09,1010,Południe,5,2720.68,13603.4
2025-06-23,1087,Zachód,5,682.74,3413.7
2025-04-13,1025,Południe,4,2148.77,8595.08
2025-04-05,1028,Południe,3,2506.68,7520.04
2025-05-31,1027,Wschód,3,404.65,1213.95
2025-06-15,1032,Wschód,5,141.58,707.9
2025-05-25,1026,Zachód,5,157.87,789.35
2025-05-14,1077,Zachód,4,2358.56,9434.24
2025-06-06,1097,Północ,3,1075.12,3225.36
2025-06-16,1017,Północ,5,122.35,611.75
2025-04-21,1088,Południe,1,100.82,100.82
2025-05-16,1049,Zachód,3,3704.19,11112.57
2025-05-20,1014,Północ,4,1423.72,5694.88
2025-05-18,1036,Południe,3,1792.87,5378.61
2025-05-17,1029,Południe,2,4400.53,8801.06
2025-04-29,1052,Południe,5,3699.69,18498.45
2025-04-27,1096,Zachód,5,1226.18,6130.9
2025-06-23,1094,Zachód,3,212.04,636.12
2025-06-26,1034,Zachód,5,4890.97,24454.85
2025-04-21,1031,Południe,4,247.05,988.2
2025-04-13,1088,Południe,2,104.95,209.9
2025-05-07,1022,Południe,3,2131.46,6394.38
2025-05-13,1002,Zachód,2,149.3,298.6
2025-06-02,1015,Północ,4,84.62,338.48
2025-05-09,1013,Zachód,4,2786.42,11145.8
2025-04-16,1079,Południe,5,333.8,1669.0
2025-04-08,1026,Wschód,1,167.25,167.25
2025-06-04,1092,Północ,2,325.12,650.24
2025-04-16,1004,Wschód,4,293.18,1172.72
2025-04-27,1085,Wschód,4,429.91,1719.64
2025-06-04,1008,Północ,2,110.77,221.54
2025-04-01,1039,Wschód,4,413.31,1656.07
2025-06-26,1040,Północ,1,2227.49,2227.49
2025-05-18,1096,Zachód,4,1293.87,5175.48
2025-04-18,1028,Zachód,2,2450.27,4900.54
2025-06-18,1024,Południe,4,1096.66,4386.64
2025-04-23,1054,Wschód,5,2080.45,10402.25
2025-04-14,1057,Zachód,2,4374.65,8749.31
2025-06-24,1020,Zachód,3,122.38,367.14
2025-05-10,1090,Wschód,1,4140.53,4140.53
2025-04-26,1090,Północ,5,3907.05,19537.09
2025-05-14,1039,Północ,4,411.4,1645.6
2025-05-01,1067,Zachód,3,701.39,2107.78
2025-06-09,1068,Południe,1,121.79,121.79
2025-06-09,1009,Wschód,1,312.72,312.72
2025-05-08,1023,Zachód,4,2896.29,11585.16
2025-04-29,1075,Wschód,3,101.83,305.49
2025-04-29,1015,Wschód,1,87.28,87.28
2025-04-03,1041,Wschód,2,4023.98,8047.96
2025-06-12,1022,Północ,2,2170.79,4341.58
2025-04-03,1013,Wschód,3,2761.69,8285.07
2025-06-22,1033,Południe,2,134.79,269.58
2025-05-10,1007,Zachód,2,24.64,49.28
2025-05-25,1069,Południe,5,3247.47,16237.35
2025-05-30,1026,Zachód,3,171.82,515.46
2025-06-15,1039,Północ,4,414.67,1658.68
2025-06-17,1044,Północ,4,2228.1,8912.4
2025-04-07,1006,Północ,2,54.19,108.38
2025-05-17,1017,Wschód,1,121.85,121.85
2025-05-30,1070,Północ,5,20.06,100.3
2025-06-24,1099,Północ,4,1153.6,4614.4
2025-06-08,1053,Północ,1,224.6,224.6
2025-06-29,1065,Zachód,4,288.48,1153.92
2025-05-31,1066,Północ,2,91.41,182.82
2025-05-22,1028,Zachód,3,2437.05,7311.15
2025-05-12,1062,Wschód,3,673.41,2020.23
2025-06-27,1073,Zachód,4,1280.01,5120.04
2025-06-13,1002,Zachód,4,154.53,618.12
2025-06-25,1098,Południe,1,72.19,72.19
2025-05-14,1075,Południe,5,102.31,511.55
2025-05-28,1002,Zachód,2,152.65,305.3
2025-04-22,1059,Wschód,2,137.01,274.02
2025-04-14,1037,Wschód,2,843.88,1687.76
2025-06-02,1066,Północ,3,86.28,258.84
2025-04-04,1017,Południe,1,128.71,128.71
2025-04-02,1078,Wschód,2,2731.65,5463.3
2025-04-21,1096,Zachód,1,1184.82,1184.82
2025-05-07,1079,Zachód,2,347.99,695.98
2025-05-06,1066,Zachód,3,91.96,275.88
2025-06-23,1047,Wschód,3,1220.6,3661.8
2025-05-13,1091,Wschód,5,3494.51,17472.55
2025-04-22,1025,Wschód,3,2333.02,6999.06
2025-05-20,1090,Zachód,1,4103.43,4103.43
2025-06-07,1078,Południe,3,2783.8,8351.4
2025-04-08,1009,Zachód,3,314.24,942.72
2025-05-02,1003,Południe,3,283.39,850.17
2025-05-16,1014,Północ,5,1398.33,6991.65
2025-04-10,1006,Północ,4,57.27,229.08
2025-05-19,1098,Zachód,5,70.68,353.4
2025-04-17,1017,Północ,5,130.62,654.96
2025-06-14,1033,Północ,5,138.79,693.95
2025-04-06,1001,Zachód,5,345.95,1729.75
2025-04-07,1021,Zachód,2,598.63,1197.26
2025-06-21,1015,Północ,4,86.21,344.84
2025-05-28,1048,Zachód,2,4541.74,9083.48
2025-05-28,1028,Północ,5,2406.22,12031.1
2025-04-17,1082,Zachód,2,372.21,744.42
2025-04-11,1019,Wschód,3,156.59,469.77
2025-06-23,1071,Południe,1,943.07,943.07
2025-05-01,2390,Południe,1,442.37,442.37
2025-04-20,1070,Południe,4,20.4,81.6
2025-06-25,1095,Zachód,3,163.48,490.44
2025-06-05,2429,Południe,1,954.68,954.68
2025-05-09,1011,Wschód,1,58.64,58.64
2025-05-30,1031,Wschód,2,230.96,461.92
2025-04-10,1085,Południe,2,448.5,897.0
2025-06-20,1022,Południe,2,2013.46,4026.92
2025-05-16,1040,Wschód,1,2418.85,2418.85
2025-06-29,1075,Wschód,3,96.15,288.45
2025-04-20,1032,Południe,2,133.79,267.58
2025-06-29,1097,Południe,1,1057.14,1057.14
2025-05-10,1006,Północ,3,56.45,169.35
2025-04-27,1055,Północ,5,1148.6,5743.0
2025-06-17,1012,Zachód,3,97.69,293.07
2025-06-02,1004,Zachód,5,310.43,1552.15
2025-05-03,1073,Zachód,5,1244.32,6217.96
2025-06-14,1058,Wschód,1,300.89,300.89
2025-04-19,1022,Południe,4,2047.66,8190.64
2025-04-28,1084,Wschód,2,4710.21,9420.42
2025-06-29,1044,Północ,5,2122.52,10612.6
2025-04-25,1003,Północ,5,295.23,1478.03
2025-05-17,1031,Północ,2,250.39,500.78
2025-04-23,1095,Północ,3,168.23,504.69
2025-05-02,1033,Południe,3,137.44,412.32
2025-06-13,1019,Wschód,3,148.57,445.71
2025-05-02,1092,Północ,4,325.05,1300.2
2025-04-18,1073,Południe,3,1290.86,3872.58
2025-06-22,1020,Północ,1,125.27,125.27
2025-06-07,1086,Północ,1,2034.23,2034.23
2025-06-15,1050,Wschód,2,107.81,215.62
2025-06-02,1010,Wschód,1,2619.29,2619.29
2025-05-16,1003,Zachód,3,280.03,840.09
2025-04-26,1058,Północ,1,300.89,300.89
2025-04-11,1047,Wschód,4,1332.0,5331.41
2025-06-12,1010,Południe,1,2630.7,2630.7
2025-05-10,1053,Północ,3,220.71,662.13
2025-06-01,1069,Północ,5,3362.5,16812.5
2025-04-19,1039,Południe,4,402.12,1608.48
2025-04-26,1026,Południe,5,163.39,816.95
2025-04-08,1081,Wschód,3,3560.72,10682.16
2025-06-10,1087,Północ,5,673.28,3366.4
2025-05-21,1032,Zachód,5,138.19,690.95
2025-06-08,1025,Północ,4,2341.96,9367.84
2025-05-04,1010,Zachód,5,2647.73,13238.65
2025-06-07,1050,Zachód,3,104.95,314.85
2025-04-05,1033,Wschód,1,142.73,142.73
2025-06-18,1049,Wschód,5,3747.92,18739.6
2025-04-29,1003,Wschód,1,299.91,299.91
2025-06-15,1026,Południe,1,170.57,170.57
2025-05-06,1051,Północ,5,202.88,1014.4
2025-06-08,1042,Wschód,4,3384.9,13539.6
2025-05-03,1051,Wschód,4,207.59,831.74
2025-04-14,1073,Zachód,4,1291.91,5167.64
2025-05-16,1087,Południe,2,681.17,1362.34
2025-04-17,1078,Zachód,2,2836.3,5672.6
2025-05-21,1072,Południe,2,3007.6,6015.2
2025-04-04,1011,Północ,4,56.89,227.56
2025-05-12,1044,Północ,1,2234.74,2234.74
2025-06-16,1045,Zachód,1,1846.1,1846.1
2025-06-25,1016,Północ,3,976.51,2929.53
2025-06-28,1034,Zachód,4,4861.5,19446.0
2025-06-24,1014,Południe,1,1436.34,1436.34
2025-04-29,1004,Wschód,3,312.45,936.74
2025-05-29,1089,Północ,1,303.67,303.67
2025-04-18,1063,Wschód,3,225.65,676.95
2025-05-03,1012,Południe,1,98.85,98.85
2025-04-25,1014,Zachód,2,1419.87,2839.74
2025-05-27,1069,Północ,5,3239.75,16198.75
2025-05-17,1052,Wschód,3,3479.74,10439.22
2025-06-14,1042,Południe,2,3256.62,6513.24
2025-04-10,1023,Zachód,3,2836.58,8509.74
2025-06-09,1079,Południe,2,337.16,674.32
2025-06-29,1027,Północ,3,398.64,1195.92
2025-06-04,1023,Północ,5,2878.67,14393.35
2025-05-18,1092,Północ,5,326.09,1630.45
2025-06-11,1018,Północ,3,2713.04,8139.12
2025-05-30,1033,Południe,3,139.16,417.48
2025-04-16,1083,Wschód,5,5163.66,25818.3
2025-05-17,1034,Zachód,2,4886.61,9773.22
2025-04-29,1024,Wschód,3,1033.11,3099.33
2025-04-12,2340,Zachód,4,895.57,3582.28
2025-04-08,1056,Północ,4,693.34,2773.36
2025-05-22,1003,Północ,5,304.23,1521.15
2025-04-25,1070,Północ,2,18.91,37.82
2025-04-26,1080,Północ,1,3816.14,3816.14
2025-05-03,1030,Zachód,4,160.36,641.44
2025-06-30,1100,Północ,3,4447.03,13341.09
2025-04-25,1097,Południe,1,1149.91,1145.35
2025-04-21,1025,Południe,1,2309.49,2309.49
2025-06-14,1070,Zachód,3,18.93,56.79
2025-05-13,1033,Północ,3,137.22,411.66
2025-06-28,1011,Północ,3,58.75,176.25
2025-06-12,1019,Zachód,2,152.34,304.68
2025-06-04,1047,Wschód,4,1339.47,5357.88
2025-05-18,1008,Wschód,2,118.7,237.4
2025-05-11,1099,Północ,2,1066.07,2132.14
2025-05-29,1046,Zachód,4,5132.51,20530.04
2025-04-26,1012,Północ,5,100.09,500.45
2025-05-09,1099,Południe,1,1117.4,1117.4
2025-04-28,1013,Północ,4,2667.63,10670.52
2025-04-21,1003,Wschód,4,305.45,1221.8
2025-06-04,1099,Zachód,3,1139.31,3417.93
2025-06-01,1033,Południe,2,144.01,288.02
2025-05-17,1029,Zachód,5,4501.21,22506.05
2025-04-26,1020,Wschód,3,118.6,355.8
2025-04-27,1056,Południe,1,683.71,683.71
2025-04-25,1002,Północ,2,153.51,307.02
2025-04-29,1017,Północ,3,126.28,378.84
2025-05-16,1062,Północ,2,689.46,1378.92
2025-04-23,1085,Południe,2,425.78,851.56
2025-06-14,1023,Południe,3,2878.82,8636.46
2025-04-16,1002,Wschód,5,153.95,769.75
2025-04-02,1069,Wschód,5,3340.97,16704.85
2025-05-12,1091,Północ,2,3198.58,6397.16
2025-04-23,1046,Południe,1,5094.74,5094.74
2025-04-17,1048,Północ,3,4396.83,13190.49
2025-05-10,1063,Południe,4,234.92,939.68
2025-06-21,1047,Wschód,4,1235.37,4939.14
2025-04-02,1099,Północ,3,1134.89,3404.67
2025-04-04,1015,Północ,5,83.65,418.25
2025-04-19,1073,Południe,4,1189.47,4757.88
2025-05-27,1063,Wschód,5,219.03,1095.15
2025-06-30,1027,Południe,1,377.97,377.97
2025-04-11,1062,Północ,3,696.78,2090.34
2025-04-04,1039,Południe,1,415.31,415.31
2025-06-28,1042,Zachód,5,3247.04,16235.2
2025-04-23,1098,Północ,5,69.14,348.68
2025-06-12,1033,Południe,2,142.9,285.8
2025-06-22,1044,Północ,5,2229.27,11146.35
2025-05-12,1029,Zachód,3,4374.32,13122.96
2025-05-11,1097,Północ,2,1106.99,2213.98
2025-04-22,1085,Zachód,1,453.2,453.2
2025-05-05,1014,Południe,2,1314.54,2625.33
2025-04-23,1053,Południe,2,235.71,471.42
2025-06-05,1060,Wschód,3,178.72,536.16
2025-05-06,1055,Wschód,3,1122.17,3366.51
2025-05-01,1085,Północ,2,455.67,911.34
2025-04-30,1055,Południe,2,1163.52,2327.04
2025-05-03,1013,Północ,5,2702.86,13514.3
2025-05-02,1069,Północ,3,3123.08,9369.24
2025-04-21,1064,Wschód,3,1530.23,4590.69
2025-06-13,1091,Zachód,5,3336.98,16684.9
2025-04-29,1067,Zachód,1,727.13,727.13
2025-04-30,1087,Wschód,4,649.48,2597.92
2025-04-19,1079,Północ,4,353.25,1415.13
2025-06-06,1065,Zachód,5,271.73,1358.65
2025-04-04,1048,Północ,1,4353.79,4353.79
2025-05-29,1003,Zachód,1,301.31,301.31
2025-05-18,1074,Wschód,1,47.34,47.34
2025-06-03,1088,Północ,3,103.26,309.78
2025-05-01,1091,Zachód,1,3481.13,3481.13
2025-04-13,1084,Zachód,3,4597.61,13788.63
2025-05-23,1078,Południe,4,3003.88,12015.52
2025-05-25,1029,Południe,4,4563.89,18255.56
2025-06-24,1072,Południe,2,2967.43,5934.86
2025-05-20,1044,Północ,1,2114.23,2114.23
2025-06-14,1068,Wschód,1,121.13,121.13
2025-06-06,1035,Wschód,2,3514.81,7032.09
2025-05-19,1081,Zachód,1,3463.77,3463.77
2025-05-16,2581,Zachód,1,282.14,282.14
2025-04-30,1019,Wschód,5,148.43,742.15
2025-04-30,1062,Wschód,3,705.08,2115.24
2025-05-26,1055,Północ,3,1127.03,3381.09
2025-05-07,1047,Północ,5,1325.98,6629.9
2025-06-12,1091,Południe,1,3235.33,3235.33
2025-04-19,1009,Wschód,4,319.73,1278.92
2025-05-02,1068,Północ,4,125.1,500.4
2025-06-11,2230,Północ,1,324.89,324.89
2025-04-06,1067,Południe,1,735.24,735.24
2025-04-29,1075,Południe,3,96.36,289.08
2025-05-15,1039,Południe,5,420.44,2102.2
2025-04-04,1088,Wschód,3,101.78,305.34
2025-04-13,1038,Południe,1,4884.92,4884.92
2025-06-01,1072,Wschód,5,3063.31,15316.55
2025-04-29,1099,Wschód,1,1081.03,1081.03
2025-06-22,1075,Północ,4,104.32,417.28
2025-04-18,1047,Wschód,4,1337.15,5348.6
2025-04-08,1009,Zachód,3,293.35,882.86
2025-05-21,1075,Zachód,3,100.04,300.12
2025-04-13,1006,Północ,5,55.19,275.95
2025-04-12,1054,Południe,4,2028.49,8113.96
2025-04-13,1083,Południe,5,4842.17,24210.85
2025-05-16,1091,Północ,1,3301.58,3301.58
2025-06-24,1075,Wschód,4,98.97,395.88
2025-05-24,2305,Północ,1,361.63,357.38
2025-04-04,1094,Zachód,1,217.34,217.34
2025-05-25,1075,Zachód,2,96.66,193.32
2025-04-12,1063,Wschód,1,223.86,223.86
2025-05-02,1013,Zachód,5,2610.42,13052.1
2025-05-28,1009,Południe,4,308.22,1233.26
2025-06-22,1072,Wschód,3,2890.69,8672.07
2025-05-10,1077,Południe,3,2386.96,7160.88
2025-04-11,1057,Wschód,3,4089.5,12269.83
2025-04-30,1071,Wschód,4,946.02,3784.08
2025-04-27,1055,Południe,2,1148.23,2296.46
2025-05-22,1090,Zachód,4,4069.05,16276.2
2025-05-10,1016,Zachód,1,970.48,970.48
2025-06-09,1035,Zachód,3,3537.62,10612.86
2025-04-17,1092,Południe,2,317.32,634.64
2025-04-26,1060,Wschód,2,189.78,379.56
2025-04-28,1025,Północ,4,2158.91,8635.64
2025-05-31,1030,Południe,2,153.46,306.92
2025-04-29,1071,Zachód,1,965.59,965.59
2025-06-19,1096,Wschód,1,1189.72,1189.72
2025-06-15,1002,Północ,2,149.54,299.08
2025-04-09,1006,Południe,1,55.23,55.23
2025-06-11,1087,Wschód,2,635.13,1270.26
2025-05-21,1039,Północ,1,394.96,394.96
2025-05-04,1098,Zachód,2,72.71,145.42
2025-06-25,1072,Południe,3,2883.67,8651.01
2025-06-24,1069,Wschód,1,3371.19,3371.19
2025-04-05,1039,Północ,2,398.96,799.72
2025-06-06,1061,Południe,4,453.19,1812.76
2025-04-13,1013,Północ,2,2705.21,5410.42
2025-04-26,1076,Zachód,4,615.68,2462.72
2025-05-18,1047,Północ,3,1283.63,3850.89
2025-06-16,1054,Południe,4,2081.72,8326.88
2025-06-05,1044,Południe,3,2139.36,6418.08
2025-05-22,1040,Południe,1,2271.06,2271.06
2025-06-25,1079,Zachód,5,355.65,1778.25
2025-05-10,1055,Południe,1,1182.2,1182.2
2025-06-30,1024,Wschód,1,1047.58,1047.58
2025-05-19,1081,Wschód,2,3619.47,7238.94
2025-05-21,1027,Wschód,5,383.32,1916.6
2025-04-04,1027,Wschód,2,404.5,809.0
2025-05-05,1043,Północ,1,335.16,335.16
2025-05-16,1024,Południe,3,1037.59,3112.77
2025-05-20,1050,Północ,3,106.94,320.82
2025-06-23,1095,Południe,3,166.74,504.39
2025-06-26,1063,Północ,2,231.37,462.74
2025-04-03,1015,Północ,1,88.76,88.6
2025-05-17,1026,Zachód,3,172.15,516.45
2025-06-20,1001,Wschód,3,322.87,968.61
2025-05-20,1007,Południe,3,24.01,72.03
2025-04-10,1044,Wschód,3,2098.3,6294.9
2025-04-08,1062,Północ,4,718.47,2873.88
2025-06-15,1069,Zachód,5,3346.92,16734.6
2025-05-28,1023,Wschód,1,2885.49,2885.49
2025-06-30,1003,Zachód,1,296.87,296.87
2025-05-27,1006,Południe,4,52.94,211.76
2025-04-24,1099,Zachód,5,1114.26,5571.3
2025-05-15,1077,Wschód,2,2482.37,4964.74
2025-04-24,1078,Południe,4,2851.12,11404.48
2025-05-01,1066,Zachód,2,85.91,171.82
2025-05-04,1049,Zachód,5,3574.46,17872.3
2025-06-29,1061,Wschód,4,439.14,1756.56
2025-06-22,1076,Południe,2,558.56,1117.12
2025-05-01,1027,Wschód,2,374.15,748.3
2025-06-24,1001,Północ,3,353.57,1060.71
2025-05-17,1017,Wschód,3,121.04,363.12
2025-06-30,1072,Północ,4,2944.29,11777.16
2025-04-07,1072,Zachód,5,2876.82,14384.1
2025-04-10,1070,Południe,3,20.03,60.09
2025-04-01,1012,Północ,3,103.45,310.35
2025-04-28,1081,Południe,3,3516.66,10549.98
2025-05-30,1087,Zachód,2,654.5,1309.0
2025-05-24,1092,Zachód,1,310.83,310.83
2025-06-04,1075,Południe,1,98.66,98.66
2025-06-04,1039,Północ,3,396.5,1189.5
2025-04-15,1037,Zachód,4,861.14,3444.56
2025-04-10,1068,Południe,4,118.1,472.4
2025-06-06,1033,Wschód,1,138.46,138.46
2025-04-06,1058,Północ,3,300.89,902.67
2025-04-21,1019,Wschód,5,153.98,769.9
2025-05-21,1071,Północ,5,980.11,4900.55
2025-06-03,1060,Południe,3,180.82,542.46
2025-05-31,1010,Północ,5,2676.7,13383.5
2025-04-27,1011,Zachód,1,60.59,60.59
2025-04-21,1041,Wschód,2,3739.48,7478.96
2025-05-13,1008,Wschód,4,115.98,463.92
2025-05-01,1048,Południe,3,4385.41,13156.23
2025-06-29,1085,Północ,2,441.81,883.62
2025-05-04,1086,Południe,3,2143.11,6429.33
2025-04-27,1084,Południe,4,4662.78,18651.12
2025-04-27,1093,Północ,2,415.71,831.42
2025-05-11,1003,Wschód,2,291.63,583.26
2025-05-07,1081,Północ,3,3435.06,10305.18
2025-06-26,1017,Wschód,1,122.28,122.28
2025-04-04,1090,Wschód,5,3832.66,19163.3
2025-06-30,1045,Wschód,1,1704.72,1704.72
2025-04-13,2194,Zachód,4,170.31,681.24
2025-04-02,1047,Wschód,3,1319.99,3959.97
2025-06-25,1001,Południe,1,349.75,349.75
2025-05-27,1089,Północ,4,289.53,1158.12
2025-04-22,1024,Wschód,3,1070.69,3212.07
2025-04-26,1090,Zachód,1,4008.35,4008.35
2025-06-16,1096,Zachód,1,1182.86,1183.09
2025-04-23,1019,Północ,4,145.72,582.88
2025-04-04,1099,Północ,2,1090.79,2181.58
2025-05-31,1035,Północ,5,3619.91,18099.55
2025-04-14,1073,Wschód,3,1195.56,3586.68
2025-05-28,1036,Wschód,5,1775.95,8879.75
2025-06-16,1068,Południe,3,126.81,380.43
2025-04-27,1072,Wschód,5,3045.8,15229.0
2025-04-20,9999,Północ,2,1552.21,3104.42
2025-06-24,1014,Wschód,4,1345.94,5383.76
2025-04-25,1056,Północ,4,667.13,2668.52
2025-06-19,1099,Północ,5,1086.31,5431.55
2025-04-27,1004,Wschód,1,294.98,294.98
2025-04-02,1065,Północ,5,272.4,1362.0
2025-05-26,1055,Zachód,1,1139.37,1139.37
2025-05-06,1043,Zachód,2,324.29,648.58
2025-05-05,1012,Południe,5,101.43,507.15
2025-05-15,1010,Zachód,5,2619.68,13098.4
2025-05-24,1017,Południe,2,125.93,251.86
2025-04-04,1067,Południe,2,748.42,1496.84
2025-05-28,1066,Wschód,4,84.71,338.84
2025-04-27,1071,Wschód,1,947.68,947.68
2025-05-22,1004,Wschód,1,316.81,316.81
2025-06-11,1029,Północ,1,4747.04,4747.04
2025-05-10,1004,Zachód,1,299.9,299.9
2025-06-12,1032,Północ,2,130.9,261.8
2025-05-14,1063,Południe,1,218.86,218.86
2025-06-08,1058,Zachód,5,300.89,1502.77
2025-04-30,1054,Wschód,1,2175.33,2175.33
2025-06-06,1030,Południe,1,155.91,155.91
2025-06-09,1047,Południe,5,1289.99,6449.95
2025-05-05,1082,Północ,3,370.61,1111.83
2025-04-25,1010,Północ,3,2714.66,8143.98
2025-05-19,1059,Zachód,3,137.06,411.18
2025-04-21,1094,Zachód,5,208.83,1043.84
2025-05-07,1014,Wschód,3,1360.75,4082.25
2025-05-14,1041,Zachód,2,3844.96,7689.92
2025-06-27,1085,Wschód,3,436.13,1308.39
2025-06-20,1065,Wschód,4,265.41,1061.64
2025-04-05,1010,Wschód,3,2746.49,8241.36
2025-04-17,1035,Wschód,4,3538.44,14153.76
2025-05-20,1021,Zachód,1,593.17,593.17
2025-04-05,1008,Wschód,4,122.05,488.2
2025-04-01,1093,Zachód,2,413.44,823.9
2025-06-14,1064,Południe,3,1504.59,4513.77
2025-06-24,1018,Zachód,4,2721.41,10885.64
2025-04-21,1016,Wschód,5,961.6,4808.0
2025-05-02,2644,Południe,3,613.87,1841.61
2025-04-09,1005,Zachód,3,1010.9,3032.7
2025-06-28,1087,Zachód,4,670.76,2683.04
2025-04-05,1006,Wschód,5,54.83,274.15
2025-05-14,1090,Wschód,4,3837.73,15350.92
2025-05-15,1086,Wschód,5,2162.83,10814.15
2025-05-25,1014,Zachód,5,1347.85,6739.25
2025-06-06,1077,Południe,1,2538.2,2538.2
2025-05-01,1095,Wschód,3,162.41,487.23
2025-05-29,1063,Zachód,1,227.54,227.54
2025-05-20,1003,Południe,3,285.45,856.35
2025-05-08,1038,Wschód,1,5005.35,5005.35
2025-06-15,1098,Zachód,2,76.06,152.12
2025-06-04,1017,Południe,2,125.83,251.66
2025-04-15,1076,Południe,4,588.3,2353.2
2025-06-19,1085,Wschód,4,437.68,1750.72
2025-05-21,1067,Wschód,2,713.21,1426.42
2025-04-06,1059,Wschód,4,136.96,547.84
2025-05-18,1081,Wschód,1,3491.15,3491.15
2025-06-16,1084,Północ,1,4779.32,4779.32
2025-06-29,1016,Zachód,1,900.4,900.4
2025-04-10,1006,Północ,4,55.61,222.44
2025-05-28,1067,Zachód,1,753.81,756.62
2025-06-09,1019,Północ,4,157.42,629.68
2025-04-25,1014,Zachód,1,1386.32,1386.32
2025-04-22,1084,Wschód,1,4556.79,4556.79
2025-05-12,1035,Południe,3,3594.76,10784.28
2025-04-11,1049,Południe,2,3726.47,7452.94
2025-04-04,1097,Północ,3,1151.73,3455.19
2025-05-04,1084,Południe,4,4766.47,19065.88
2025-05-15,1006,Północ,2,55.79,111.58
2025-06-05,1013,Północ,4,2629.09,10516.36
2025-04-25,9999,Zachód,2,1542.81,3085.62
2025-05-16,1009,Północ,3,317.39,952.17
2025-06-27,1084,Zachód,2,4535.97,9071.94
2025-04-23,1027,Zachód,4,409.33,1637.32
2025-05-06,1088,Wschód,3,101.85,305.55
2025-04-02,1055,Wschód,2,1152.31,2304.62
2025-05-01,1026,Zachód,1,170.95,170.95
2025-05-29,1011,Wschód,2,57.02,114.04
2025-04-08,1044,Północ,5,2119.04,10595.2
2025-06-02,1025,Północ,4,2338.74,9356.44
2025-06-27,1012,Wschód,2,99.65,199.3
2025-06-26,1092,Północ,3,300.83,902.49
2025-05-06,1048,Północ,5,4586.15,22930.75
2025-04-13,1008,Zachód,3,114.18,342.54
2025-04-02,1038,Wschód,5,4896.98,24484.9
2025-05-26,1085,Wschód,2,448.38,896.76
2025-05-02,1019,Północ,2,146.79,293.58
2025-05-30,1084,Wschód,1,4669.45,4669.45
2025-04-22,1057,Zachód,3,4333.46,13000.38
2025-04-12,1063,Zachód,1,233.11,233.11
